# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.277494311332702637e+00 3.607161343097686768e-01 2.025811523199081421e-01 1.628775596618652344e+00 1.277494311332702637e+00 3.607161343097686768e-01 2.025811523199081421e-01 1.628775596618652344e+00
1.000000000000000000e+03 3.322614822536706924e-03 2.580052940174937248e-03 1.739304959774017334e-01 1.062544107437133789e+00 3.322614822536706924e-03 2.580052940174937248e-03 1.739304959774017334e-01 1.062544107437133789e+00
2.000000000000000000e+03 1.235056202858686447e-03 1.149494783021509647e-03 1.688201129436492920e-01 1.063585400581359863e+00 1.235056202858686447e-03 1.149494783021509647e-03 1.688201129436492920e-01 1.063585400581359863e+00
3.000000000000000000e+03 7.060959469527006149e-04 7.451960118487477303e-04 1.678764671087265015e-01 1.062730669975280762e+00 7.060959469527006149e-04 7.451960118487477303e-04 1.678764671087265015e-01 1.062730669975280762e+00
4.000000000000000000e+03 5.870013847015798092e-04 4.966179840266704559e-04 1.674466282129287720e-01 1.062421083450317383e+00 5.870013847015798092e-04 4.966179840266704559e-04 1.674466282129287720e-01 1.062421083450317383e+00
5.000000000000000000e+03 2.167868951801210642e-04 5.134133971296250820e-04 1.664666980504989624e-01 1.063133716583251953e+00 2.167868951801210642e-04 5.134133971296250820e-04 1.664666980504989624e-01 1.063133716583251953e+00
6.000000000000000000e+03 1.681823196122422814e-04 5.075086955912411213e-04 1.666614711284637451e-01 1.062814116477966309e+00 1.681823196122422814e-04 5.075086955912411213e-04 1.666614711284637451e-01 1.062814116477966309e+00
7.000000000000000000e+03 2.545321185607463121e-04 4.467378312256187201e-04 1.674430966377258301e-01 1.061981201171875000e+00 2.545321185607463121e-04 4.467378312256187201e-04 1.674430966377258301e-01 1.061981201171875000e+00
8.000000000000000000e+03 1.714210520731285214e-04 4.520678194239735603e-04 1.670671403408050537e-01 1.062259554862976074e+00 1.714210520731285214e-04 4.520678194239735603e-04 1.670671403408050537e-01 1.062259554862976074e+00
9.000000000000000000e+03 4.548313154373317957e-04 5.002196994610130787e-04 1.664232015609741211e-01 1.062783122062683105e+00 4.548313154373317957e-04 5.002196994610130787e-04 1.664232015609741211e-01 1.062783122062683105e+00
1.000000000000000000e+04 3.896820708177983761e-04 4.774148110300302505e-04 1.666274517774581909e-01 1.062511920928955078e+00 3.896820708177983761e-04 4.774148110300302505e-04 1.666274517774581909e-01 1.062511920928955078e+00
1.100000000000000000e+04 5.111117498017847538e-04 4.104496329091489315e-04 1.673136651515960693e-01 1.061815977096557617e+00 5.111117498017847538e-04 4.104496329091489315e-04 1.673136651515960693e-01 1.061815977096557617e+00
1.200000000000000000e+04 2.022638451308012009e-03 6.034703692421317101e-04 1.646073758602142334e-01 1.064435958862304688e+00 2.022638451308012009e-03 6.034703692421317101e-04 1.646073758602142334e-01 1.064435958862304688e+00
1.300000000000000000e+04 3.993455320596694946e-04 4.082269733771681786e-04 1.672055572271347046e-01 1.061709761619567871e+00 3.993455320596694946e-04 4.082269733771681786e-04 1.672055572271347046e-01 1.061709761619567871e+00
1.400000000000000000e+04 7.325566839426755905e-04 4.258103726897388697e-04 1.667309105396270752e-01 1.062031149864196777e+00 7.325566839426755905e-04 4.258103726897388697e-04 1.667309105396270752e-01 1.062031149864196777e+00
1.500000000000000000e+04 1.315355882979929447e-03 3.722689289133995771e-04 1.671247333288192749e-01 1.061503171920776367e+00 1.315355882979929447e-03 3.722689289133995771e-04 1.671247333288192749e-01 1.061503171920776367e+00
1.600000000000000000e+04 3.842841251753270626e-04 3.603569057304412127e-04 1.658423542976379395e-01 1.062504172325134277e+00 3.842841251753270626e-04 3.603569057304412127e-04 1.658423542976379395e-01 1.062504172325134277e+00
1.700000000000000000e+04 3.243172250222414732e-04 3.102350747212767601e-04 1.664772182703018188e-01 1.061614751815795898e+00 3.243172250222414732e-04 3.102350747212767601e-04 1.664772182703018188e-01 1.061614751815795898e+00
1.800000000000000000e+04 4.153480287641286850e-03 3.311161417514085770e-04 1.671080440282821655e-01 1.060769081115722656e+00 4.153480287641286850e-03 3.311161417514085770e-04 1.671080440282821655e-01 1.060769081115722656e+00
1.900000000000000000e+04 2.927679161075502634e-04 2.861116372514516115e-04 1.653095483779907227e-01 1.061995744705200195e+00 2.927679161075502634e-04 2.861116372514516115e-04 1.653095483779907227e-01 1.061995744705200195e+00
2.000000000000000000e+04 3.535227151587605476e-04 2.754485758487135172e-04 1.642718613147735596e-01 1.062312483787536621e+00 3.535227151587605476e-04 2.754485758487135172e-04 1.642718613147735596e-01 1.062312483787536621e+00
