# x
-1.000000000000000000e+00 1.179492175579071045e-01
1.000000000000000000e+00 8.488476872444152832e-01
1.000000000000000000e+00 1.266503930091857910e-01
-1.000000000000000000e+00 4.002539217472076416e-01
-1.000000000000000000e+00 2.184960991144180298e-01
-1.000000000000000000e+00 6.767578125000000000e-01
-1.000000000000000000e+00 2.794043123722076416e-01
1.000000000000000000e+00 4.853320419788360596e-01
-1.000000000000000000e+00 3.538476526737213135e-01
-1.000000000000000000e+00 3.490136861801147461e-01
-1.000000000000000000e+00 8.256445527076721191e-01
-1.000000000000000000e+00 1.769238263368606567e-01
-1.000000000000000000e+00 7.492675781250000000e-01
1.000000000000000000e+00 8.846191763877868652e-01
-1.000000000000000000e+00 7.202636599540710449e-01
1.000000000000000000e+00 4.514941573143005371e-01
1.000000000000000000e+00 2.939062416553497314e-01
-1.000000000000000000e+00 8.130761981010437012e-01
-1.000000000000000000e+00 3.074414134025573730e-01
1.000000000000000000e+00 8.681836128234863281e-01
1.000000000000000000e+00 5.849121212959289551e-01
-1.000000000000000000e+00 6.158496141433715820e-01
-1.000000000000000000e+00 4.263574182987213135e-01
-1.000000000000000000e+00 4.466601610183715820e-01
1.000000000000000000e+00 8.217773437500000000e-01
-1.000000000000000000e+00 4.804980456829071045e-01
1.000000000000000000e+00 4.282910227775573730e-01
1.000000000000000000e+00 6.603222489356994629e-01
1.000000000000000000e+00 1.836914010345935822e-02
1.000000000000000000e+00 5.897461175918579102e-01
1.000000000000000000e+00 4.911328256130218506e-01
1.000000000000000000e+00 5.907129049301147461e-01
1.000000000000000000e+00 1.150488257408142090e-01
1.000000000000000000e+00 3.722167909145355225e-01
-1.000000000000000000e+00 5.636425614356994629e-01
1.000000000000000000e+00 1.044140607118606567e-01
1.000000000000000000e+00 5.046679973602294922e-01
1.000000000000000000e+00 7.579687833786010742e-01
1.000000000000000000e+00 4.215234518051147461e-01
-1.000000000000000000e+00 3.122753798961639404e-01
1.000000000000000000e+00 8.507812619209289551e-01
-1.000000000000000000e+00 3.258105516433715820e-01
1.000000000000000000e+00 2.039941400289535522e-01
-1.000000000000000000e+00 8.797851800918579102e-01
1.000000000000000000e+00 2.977734506130218506e-01
1.000000000000000000e+00 1.189160197973251343e-01
-1.000000000000000000e+00 3.403125107288360596e-01
-1.000000000000000000e+00 1.498535126447677612e-01
1.000000000000000000e+00 4.147558510303497314e-01
1.000000000000000000e+00 9.194238185882568359e-01
1.000000000000000000e+00 5.269042849540710449e-01
1.000000000000000000e+00 7.570019364356994629e-01
-1.000000000000000000e+00 3.751171827316284180e-01
-1.000000000000000000e+00 8.923535346984863281e-01
1.000000000000000000e+00 1.092480495572090149e-01
-1.000000000000000000e+00 2.291308641433715820e-01
1.000000000000000000e+00 8.546484708786010742e-01
-1.000000000000000000e+00 9.290918111801147461e-01
1.000000000000000000e+00 1.421191394329071045e-01
-1.000000000000000000e+00 1.218164041638374329e-01
1.000000000000000000e+00 8.884863257408142090e-01
-1.000000000000000000e+00 4.640625119209289551e-01
-1.000000000000000000e+00 4.060547053813934326e-01
-1.000000000000000000e+00 7.463672161102294922e-01
1.000000000000000000e+00 7.734375000000000000e-01
1.000000000000000000e+00 3.200097680091857910e-01
-1.000000000000000000e+00 4.157226532697677612e-02
1.000000000000000000e+00 7.802050709724426270e-01
1.000000000000000000e+00 6.332519650459289551e-01
-1.000000000000000000e+00 2.591015696525573730e-01
1.000000000000000000e+00 8.411132544279098511e-02
1.000000000000000000e+00 3.654492199420928955e-01
1.000000000000000000e+00 9.126562476158142090e-01
1.000000000000000000e+00 7.057617604732513428e-02
-1.000000000000000000e+00 2.349316477775573730e-01
1.000000000000000000e+00 9.542285203933715820e-01
1.000000000000000000e+00 8.440136909484863281e-01
-1.000000000000000000e+00 1.962597668170928955e-01
-1.000000000000000000e+00 2.562011778354644775e-01
-1.000000000000000000e+00 5.810449123382568359e-01
-1.000000000000000000e+00 2.068945318460464478e-01
-1.000000000000000000e+00 8.836523294448852539e-01
1.000000000000000000e+00 3.461132943630218506e-01
1.000000000000000000e+00 7.889062762260437012e-01
1.000000000000000000e+00 5.317382812500000000e-01
1.000000000000000000e+00 9.774316549301147461e-01
-1.000000000000000000e+00 1.082812547683715820e-01
1.000000000000000000e+00 6.748242378234863281e-01
-1.000000000000000000e+00 8.952538967132568359e-01
1.000000000000000000e+00 8.353124856948852539e-01
1.000000000000000000e+00 2.687695324420928955e-01
-1.000000000000000000e+00 7.134960889816284180e-01
1.000000000000000000e+00 8.314453363418579102e-01
-1.000000000000000000e+00 9.793652296066284180e-01
-1.000000000000000000e+00 7.076953053474426270e-01
1.000000000000000000e+00 6.226171851158142090e-01
-1.000000000000000000e+00 9.629297256469726562e-01
1.000000000000000000e+00 1.933593675494194031e-02
-1.000000000000000000e+00 1.324511766433715820e-01
1.000000000000000000e+00 7.086620926856994629e-01
-1.000000000000000000e+00 8.420800566673278809e-01
-1.000000000000000000e+00 3.780175745487213135e-01
-1.000000000000000000e+00 6.622558832168579102e-01
-1.000000000000000000e+00 8.865527510643005371e-01
-1.000000000000000000e+00 7.163965106010437012e-01
-1.000000000000000000e+00 5.675097703933715820e-01
-1.000000000000000000e+00 2.910058498382568359e-01
-1.000000000000000000e+00 1.430859416723251343e-01
1.000000000000000000e+00 7.686035037040710449e-01
-1.000000000000000000e+00 6.139160394668579102e-01
-1.000000000000000000e+00 8.594824075698852539e-01
1.000000000000000000e+00 3.760839998722076416e-01
1.000000000000000000e+00 6.081152558326721191e-01
-1.000000000000000000e+00 4.137890636920928955e-01
1.000000000000000000e+00 6.284179687500000000e-01
1.000000000000000000e+00 8.507812768220901489e-02
1.000000000000000000e+00 4.833984375000000000e-02
-1.000000000000000000e+00 6.670898199081420898e-02
1.000000000000000000e+00 1.285839825868606567e-01
1.000000000000000000e+00 7.753710746765136719e-01
-1.000000000000000000e+00 8.962206840515136719e-01
1.000000000000000000e+00 4.901660084724426270e-01
-1.000000000000000000e+00 9.667968750000000000e-02
1.000000000000000000e+00 6.864258050918579102e-01
-1.000000000000000000e+00 1.682226508855819702e-01
-1.000000000000000000e+00 2.852050662040710449e-01
-1.000000000000000000e+00 1.653222739696502686e-01
1.000000000000000000e+00 7.057617306709289551e-01
-1.000000000000000000e+00 8.826855421066284180e-01
-1.000000000000000000e+00 7.956738471984863281e-01
1.000000000000000000e+00 4.621289074420928955e-01
-1.000000000000000000e+00 6.429199576377868652e-01
1.000000000000000000e+00 4.688964784145355225e-01
1.000000000000000000e+00 8.082422018051147461e-01
1.000000000000000000e+00 2.803711034357547760e-02
-1.000000000000000000e+00 9.377929568290710449e-02
1.000000000000000000e+00 7.811718583106994629e-01
1.000000000000000000e+00 5.182031393051147461e-01
1.000000000000000000e+00 1.981933563947677612e-01
-1.000000000000000000e+00 4.737304896116256714e-02
-1.000000000000000000e+00 4.959667921066284180e-01
-1.000000000000000000e+00 2.649023532867431641e-01
-1.000000000000000000e+00 8.517480492591857910e-01
1.000000000000000000e+00 8.556152582168579102e-01
1.000000000000000000e+00 1.392187476158142090e-01
-1.000000000000000000e+00 3.026074171066284180e-01
-1.000000000000000000e+00 6.980273723602294922e-01
1.000000000000000000e+00 4.611621201038360596e-01
-1.000000000000000000e+00 2.707031369209289551e-01
-1.000000000000000000e+00 5.501074194908142090e-01
1.000000000000000000e+00 4.833984188735485077e-03
-1.000000000000000000e+00 6.574218720197677612e-02
1.000000000000000000e+00 9.184570610523223877e-02
-1.000000000000000000e+00 3.789843916893005371e-01
-1.000000000000000000e+00 6.003808379173278809e-01
-1.000000000000000000e+00 6.941601634025573730e-01
-1.000000000000000000e+00 1.160156261175870895e-02
1.000000000000000000e+00 1.314843744039535522e-01
1.000000000000000000e+00 6.902929544448852539e-01
1.000000000000000000e+00 9.184570312500000000e-01
1.000000000000000000e+00 3.973535299301147461e-01
1.000000000000000000e+00 2.310644537210464478e-01
-1.000000000000000000e+00 9.619628787040710449e-01
-1.000000000000000000e+00 7.927734255790710449e-01
-1.000000000000000000e+00 8.198437690734863281e-01
1.000000000000000000e+00 3.064746260643005371e-01
1.000000000000000000e+00 3.287109360098838806e-02
1.000000000000000000e+00 2.697363197803497314e-01
-1.000000000000000000e+00 2.968066334724426270e-01
-1.000000000000000000e+00 9.087890386581420898e-02
-1.000000000000000000e+00 4.872656166553497314e-01
-1.000000000000000000e+00 5.027343630790710449e-01
1.000000000000000000e+00 5.249707102775573730e-01
1.000000000000000000e+00 3.113085925579071045e-01
-1.000000000000000000e+00 7.541015744209289551e-01
-1.000000000000000000e+00 7.212304472923278809e-01
1.000000000000000000e+00 3.277441561222076416e-01
1.000000000000000000e+00 4.563281238079071045e-01
1.000000000000000000e+00 3.267773389816284180e-01
1.000000000000000000e+00 5.356054902076721191e-01
-1.000000000000000000e+00 6.873925924301147461e-01
-1.000000000000000000e+00 6.168164014816284180e-01
1.000000000000000000e+00 8.855859637260437012e-01
1.000000000000000000e+00 8.391796946525573730e-01
1.000000000000000000e+00 4.882324337959289551e-01
-1.000000000000000000e+00 8.237109184265136719e-01
1.000000000000000000e+00 5.858789086341857910e-01
-1.000000000000000000e+00 7.115625143051147461e-01
1.000000000000000000e+00 6.400195360183715820e-01
1.000000000000000000e+00 6.767578423023223877e-02
1.000000000000000000e+00 1.459863334894180298e-01
1.000000000000000000e+00 3.441796898841857910e-01
1.000000000000000000e+00 4.930664226412773132e-02
1.000000000000000000e+00 1.546875014901161194e-02
-1.000000000000000000e+00 7.473340034484863281e-01
1.000000000000000000e+00 5.191699266433715820e-01
1.000000000000000000e+00 7.192968726158142090e-01
-1.000000000000000000e+00 6.216503977775573730e-01
-1.000000000000000000e+00 6.255176067352294922e-01
1.000000000000000000e+00 1.363183557987213135e-01
1.000000000000000000e+00 9.174902439117431641e-01
-1.000000000000000000e+00 9.861328452825546265e-02
1.000000000000000000e+00 2.126953154802322388e-01
-1.000000000000000000e+00 7.918066382408142090e-01
1.000000000000000000e+00 9.087890982627868652e-01
1.000000000000000000e+00 7.599023580551147461e-01
1.000000000000000000e+00 3.954199254512786865e-01
1.000000000000000000e+00 4.495605528354644775e-01
1.000000000000000000e+00 8.101757764816284180e-01
-1.000000000000000000e+00 8.759179711341857910e-01
-1.000000000000000000e+00 5.114355683326721191e-01
1.000000000000000000e+00 1.305175721645355225e-01
1.000000000000000000e+00 3.219433724880218506e-01
-1.000000000000000000e+00 3.625488281250000000e-01
1.000000000000000000e+00 2.252636700868606567e-01
1.000000000000000000e+00 9.745312333106994629e-01
1.000000000000000000e+00 2.533007860183715820e-01
1.000000000000000000e+00 8.633496165275573730e-01
1.000000000000000000e+00 2.948730587959289551e-01
-1.000000000000000000e+00 5.124023556709289551e-01
-1.000000000000000000e+00 8.981543183326721191e-01
1.000000000000000000e+00 1.595214903354644775e-01
1.000000000000000000e+00 8.701171725988388062e-03
-1.000000000000000000e+00 5.443066358566284180e-01
-1.000000000000000000e+00 2.126953192055225372e-02
1.000000000000000000e+00 9.783984422683715820e-01
1.000000000000000000e+00 1.836914122104644775e-01
1.000000000000000000e+00 1.730566471815109253e-01
-1.000000000000000000e+00 6.670898795127868652e-01
-1.000000000000000000e+00 6.883593797683715820e-01
1.000000000000000000e+00 3.635156154632568359e-01
1.000000000000000000e+00 5.800781250000000000e-01
-1.000000000000000000e+00 1.208496093750000000e-01
-1.000000000000000000e+00 9.861328005790710449e-01
-1.000000000000000000e+00 5.346387028694152832e-01
1.000000000000000000e+00 4.582617282867431641e-01
-1.000000000000000000e+00 8.024414181709289551e-01
-1.000000000000000000e+00 9.764648675918579102e-01
1.000000000000000000e+00 1.894921958446502686e-01
-1.000000000000000000e+00 9.812988638877868652e-01
-1.000000000000000000e+00 6.970605254173278809e-01
-1.000000000000000000e+00 8.285449147224426270e-01
-1.000000000000000000e+00 6.023144721984863281e-01
1.000000000000000000e+00 2.107617259025573730e-01
-1.000000000000000000e+00 7.405664324760437012e-01
-1.000000000000000000e+00 5.839453339576721191e-01
